Gene	Normal	Tumour	FDR	AveExpr	P value	Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5	Normal-1 CPM	Normal-2 CPM	Normal-3 CPM	Normal-4 CPM	Normal-5 CPM	Tumour-1 CPM	Tumour-2 CPM	Tumour-3 CPM	Tumour-4 CPM	Tumour-5 CPM
C16orf93	0	2.29491497269345	0.0609937059070753	0.995565610093874	0.00846843014341472	28	27	9	102	12	159	273	16	382	114	0.635	0.902	0.169	1.601	0.240	3.747	4.842	0.307	5.848	1.948
LCLAT1	0	1.30551725512929	0.0610245745948608	4.68067727734133	0.00847818356106587	577	607	562	1332	573	1497	4319	1708	1096	1027	13.075	20.275	10.574	20.905	11.471	35.275	76.610	32.771	16.778	17.553
CT45A6	0	5.79900739307127	0.0610245745948608	-3.26518739585411	0.00847889819236668	0	0	0	0	0	0	0	31	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.595	0.000	0.000
VRK1	0	1.70521080548809	0.0610658437880009	4.5025273071889	0.00848772542570532	526	331	456	816	474	257	6313	999	1087	875	11.920	11.056	8.580	12.807	9.489	6.056	111.980	19.168	16.640	14.955
SHFM1	0	1.17968068706101	0.06121851740335	6.36292254043701	0.00851204691886312	2135	1730	2137	3438	2733	2484	9079	9561	6240	3217	48.381	57.784	40.209	53.958	54.712	58.533	161.043	183.447	95.522	54.982
SNRPB2	0	1.17868965013093	0.0613258107268516	6.11195109078257	0.00853007173821977	1821	1641	2156	2506	1906	2201	11353	4431	4498	3652	41.266	54.812	40.566	39.330	38.156	51.864	201.379	85.018	68.856	62.417
TOX2	0	-1.93116481510007	0.0613284106056112	2.01591502778383	0.00853664635519297	259	305	458	74	282	64	47	117	159	73	5.869	10.187	8.618	1.161	5.645	1.508	0.834	2.245	2.434	1.248
C22orf41	0	3.18326799738306	0.0613284106056112	-0.435551446989673	0.00853457530283638	1	9	2	21	3	8	1	9	47	290	0.023	0.301	0.038	0.330	0.060	0.189	0.018	0.173	0.719	4.956
NPHP3	0	-1.14575495140945	0.0613382356611991	4.75623708217903	0.00854112095191148	1800	1117	2658	2088	1177	595	1321	657	1184	893	40.790	37.309	50.012	32.770	23.562	14.021	23.432	12.606	18.125	15.262
C1QA	0	-1.64702723261025	0.061433824213427	6.50006105061954	0.00856687863740069	12127	3784	5238	1568	7502	2863	924	393	4029	4101	274.811	126.391	98.556	24.609	150.182	67.464	16.390	7.540	61.676	70.091
CSAD	0	-1.61059344958783	0.061433824213427	4.78139543514322	0.00856622219615921	1084	822	4403	1097	2178	1586	328	393	940	286	24.565	27.456	82.845	17.217	43.601	37.373	5.818	7.540	14.390	4.888
C13orf36	0	-3.18967687741237	0.061433824213427	-0.957286308399355	0.00856489466920124	26	26	14	15	115	2	22	0	0	1	0.589	0.868	0.263	0.235	2.302	0.047	0.390	0.000	0.000	0.017
PLIN5	0	-2.58249315033252	0.061433824213427	4.36014872888268	0.00855822936625239	831	504	4691	163	1731	854	28	63	604	9	18.831	16.834	88.264	2.558	34.653	20.124	0.497	1.209	9.246	0.154
C21orf34	0	-1.81410492325506	0.061482607691561	2.00944535577615	0.0085767957442285	269	165	340	322	383	60	50	41	205	157	6.096	5.511	6.397	5.054	7.667	1.414	0.887	0.787	3.138	2.683
CYP27B1	0	2.40039231966638	0.06151543893398	1.55832460649604	0.00858449165551185	26	49	7	152	16	43	163	98	1103	165	0.589	1.637	0.132	2.386	0.320	1.013	2.891	1.880	16.885	2.820
RBL1	0	1.59562189299166	0.0616195265702279	3.65864049285946	0.00860439368311494	275	122	355	443	350	1491	1813	781	348	387	6.232	4.075	6.680	6.953	7.007	35.134	32.159	14.985	5.327	6.614
PSMG3	0	1.27503990016196	0.0616195265702279	4.50815589558258	0.00860525958637008	582	615	336	1154	561	1075	2521	2362	1741	889	13.189	20.542	6.322	18.111	11.231	25.331	44.717	45.320	26.651	15.194
HIST1H3B	0	3.48616561907969	0.061641319992313	-3.75343386625768	0.00861142541479076	0	0	0	1	0	2	1	7	6	2	0.000	0.000	0.000	0.016	0.000	0.047	0.018	0.134	0.092	0.034
ADRM1	0	1.17897724817501	0.0616526646770818	6.31527899673901	0.00861613321062043	2601	1729	1349	4008	2290	2784	5319	9077	3831	8038	58.941	57.751	25.382	62.903	45.843	65.602	94.348	174.160	58.645	137.379
CACNG5	0	5.10527088813961	0.0616674399594581	-3.6396557268663	0.00862574657143057	0	0	0	0	0	0	21	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.372	0.019	0.000	0.000
ZNF385D	0	-1.91422603914393	0.0616674399594581	1.67309977051563	0.00862875394954812	398	138	255	177	175	32	120	38	133	57	9.019	4.609	4.798	2.778	3.503	0.754	2.129	0.729	2.036	0.974
C20orf151	0	2.55667100632704	0.0616674399594581	2.20045220159415	0.00863069276709466	20	54	0	312	12	263	335	636	470	378	0.453	1.804	0.000	4.897	0.240	6.197	5.942	12.203	7.195	6.460
KRT80	0	2.671038806532	0.0616674399594581	6.00946642490017	0.00862969180079703	590	1011	1	2996	153	2064	1175	19565	1925	2369	13.370	33.769	0.019	47.021	3.063	48.636	20.842	375.393	29.468	40.489
NUTF2	0	1.4527781469645	0.0617023542144744	6.73218152764205	0.00863870464232638	2415	2443	2275	4135	2406	2743	25586	5232	4386	4311	54.726	81.600	42.805	64.897	48.166	64.636	453.844	100.386	67.141	73.680
ETS1	0	-1.21497575716756	0.0617079298762256	7.57190686583042	0.00864261098712206	12817	7823	20173	7221	12503	3735	5875	6642	8509	6739	290.447	261.299	379.566	113.330	250.297	88.012	104.211	127.440	130.256	115.177
GLRA3	0	-3.78177934167409	0.0617269131035842	2.01553537574589	0.00864839639573061	6	946	0	738	5	32	3	8	123	3	0.136	31.598	0.000	11.583	0.100	0.754	0.053	0.153	1.883	0.051
MYLK	0	-1.30927067496931	0.0617313385516444	8.13987119772158	0.0086583971456541	20022	18198.97	7032.96	34403.88	18433.97	4728.98	4933.85	9199.83	12379.82	13613.95	453.720	607.871	132.329	539.950	369.028	111.434	87.517	176.517	189.511	232.678
PRLR	0	2.17511450545459	0.0617313385516444	8.0434560359893	0.00865318029217588	1835	4476	165	18653	2115	17862	5753	8494	10057	73906	41.583	149.505	3.105	292.748	42.340	420.901	102.047	162.974	153.953	1263.138
PTPRG	0	-1.33811994745205	0.0617313385516444	5.87907694015939	0.00865634574414913	3857	1083	7210	3176	4628	1928.79	927	1268	1321	3401	87.404	36.174	135.660	49.846	92.648	45.450	16.443	24.329	20.222	58.127
AKAP7	0	-1.48611748371712	0.0618580501403393	3.20282510762913	0.00867930295252455	616	304	994	498	745	188	333	189	443	202	13.959	10.154	18.703	7.816	14.914	4.430	5.907	3.626	6.781	3.452
TTYH1	0	2.84687475242376	0.0618880852573448	4.42641226368715	0.00868665202350839	537	196	21	315	156	22	9123	799	222	79	12.169	6.547	0.395	4.944	3.123	0.518	161.824	15.330	3.398	1.350
SNED1	0	-1.41330280970214	0.061987067433274	5.56331432446221	0.00870368508383322	3389	1696	4865	1785	3981	2206	295	730	1641	2005	76.798	56.649	91.538	28.015	79.695	51.982	5.233	14.006	25.120	34.268
GPX7	0	1.44830865591497	0.0621612827992125	4.03361037779418	0.00873129557300255	370	352	587	371	337	635	3036	1144	862	753	8.385	11.757	11.045	5.823	6.746	14.963	53.853	21.950	13.196	12.870
RNF180	0	-1.47117717602372	0.0622089136774189	3.44251795253742	0.00874113699428427	752	400	1001	759	856	350	263	106	666	255	17.041	13.361	18.834	11.912	17.136	8.247	4.665	2.034	10.195	4.358
IL4I1	0	1.89826927158706	0.0622968175874607	2.3117663632936	0.0087566441497925	120.55	120.09	28.39	166.32	59.5	346.96	126.95	491.02	305.37	777.21	2.732	4.011	0.534	2.610	1.191	8.176	2.252	9.421	4.675	13.283
MEMO1	0	1.3526364421236	0.0622977828715169	4.76587647022276	0.0087609724706779	717.98	472.22	819.26	889.57	749.02	836.56	5057.21	2087.32	1090.74	1357.92	16.270	15.773	15.415	13.961	14.995	19.713	89.705	40.049	16.697	23.208
C6orf127	0	4.07383963943291	0.0622977828715169	1.20715058563798	0.00876309102594481	0	0	0	88	1	3	674	364	42	38	0.000	0.000	0.000	1.381	0.020	0.071	11.955	6.984	0.643	0.649
SLC47A2	0	-2.62116958840497	0.0623872745173066	-2.41740342299064	0.0087788394594812	11	8	11	18	15	5	0	1	5	0	0.249	0.267	0.207	0.283	0.300	0.118	0.000	0.019	0.077	0.000
FAM84B	0	1.1987171674186	0.0624977805359162	6.9203935721226	0.00879755506581456	2094	4094	1785	7943	2468	6964	7483	9613	7814	13147	47.452	136.745	33.586	124.661	49.407	164.100	132.733	184.444	119.617	224.697
MARCH2	0	-1.20237248349952	0.0625264152274027	5.35406981807869	0.00880792020805425	3285	1793	2671	1554	3619	1032	633	1203	3012	1194	74.442	59.889	50.256	24.389	72.448	24.318	11.228	23.082	46.108	20.407
NKAIN1	0	3.13791387037891	0.0625264152274027	4.40589959505551	0.00880702243390806	48	15	11	1367	36	7897	110	245	240	270	1.088	0.501	0.207	21.454	0.721	186.085	1.951	4.701	3.674	4.615
KCNK16	0	-4.51385454708444	0.0626180163075752	-3.9510702088214	0.00882399561177562	9	0	0	4	0	0	0	0	0	0	0.204	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000
RASAL1	0	2.91556176111279	0.0628584424986047	2.26091140968146	0.00886105994699711	52	31	1	207	26	8	1122	891	52	84	1.178	1.035	0.019	3.249	0.520	0.189	19.902	17.096	0.796	1.436
ZFP64	0	1.15133394436278	0.0628868709903622	4.41983048689563	0.0088682529043242	549	524	454	1063	651	1571	1287	1530	1537	1928	12.441	17.502	8.542	16.683	13.032	37.019	22.829	29.356	23.528	32.952
NUDT1	0	1.56821918414253	0.0630363065730876	3.45203826969968	0.0088925191878254	325	137	201	365	307	470	1262	1607	520	356	7.365	4.576	3.782	5.728	6.146	11.075	22.385	30.833	7.960	6.084
PDCD6	0	1.02904824640192	0.0632748322733093	6.60811730717301	0.00892937304799106	2451	2507	2538	5433	2865	4890	6810	9230	8119	6134	55.542	83.737	47.754	85.268	57.354	115.228	120.796	177.096	124.286	104.837
SIGMAR1	0	1.33208757998851	0.0633196978685467	6.35917462224001	0.00893891186098873	1756	1542	2170	3659	2344	2092	15289	6901	5254	2269	39.793	51.505	40.830	57.426	46.924	49.296	271.196	132.409	80.428	38.780
EYA4	0	-2.77656827377739	0.0633534524211606	0.50161672859494	0.00894688609817626	85	25	332	11	91	26	46	5	1	12	1.926	0.835	6.247	0.173	1.822	0.613	0.816	0.096	0.015	0.205
AIFM3	0	2.10058315005787	0.0633732096579641	0.385584028793953	0.00895502560181678	15	10	11.31	61.75	29.67	200.95	100.87	42.73	85	105.44	0.340	0.334	0.213	0.969	0.594	4.735	1.789	0.820	1.301	1.802
MDGA2	0	3.45262626660816	0.0633732096579641	-1.70467636265966	0.00895609639072636	3	0	4	1	2	0	66	54	2	4	0.068	0.000	0.075	0.016	0.040	0.000	1.171	1.036	0.031	0.068
C17orf64	0	-2.84840013351975	0.0634518608598955	-3.49780206225175	0.00897042567419554	4	5	4	4	4	0	1	0	1	1	0.091	0.167	0.075	0.063	0.080	0.000	0.018	0.000	0.015	0.017
RIMKLA	0	1.78952282293159	0.063552590434021	2.09281834343424	0.00898788534554688	57	113	26	157	102	241	341	395	360	428	1.292	3.774	0.489	2.464	2.042	5.679	6.049	7.579	5.511	7.315
HABP2	0	3.89979343409233	0.0635664097315305	0.207042488172885	0.00899305958768942	6	2	1	29.9	2	0	6	0	629	82.97	0.136	0.067	0.019	0.469	0.040	0.000	0.106	0.000	9.629	1.418
NPHS1	0	4.41359062856134	0.0636223177099426	-3.96971338170269	0.00900419185906087	0	0	0	0	0	2	0	1	0	10	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.019	0.000	0.171
CST3	0	-1.19306710778024	0.0637760496048596	8.03882235405413	0.00903167599293515	20898	12656	15540	13234	21479	8592	6902	9559	10700	7189	473.571	422.728	292.394	207.700	429.986	202.462	122.428	183.408	163.796	122.868
CYP1A1	0	-3.31979428599524	0.0637760496048596	0.0288005618710329	0.00903726247186853	2	35	249	9	109	3	0	4	2	39	0.045	1.169	4.685	0.141	2.182	0.071	0.000	0.077	0.031	0.667
GTPBP4	0	1.24781744762887	0.0637760496048596	6.41543241724351	0.00903307297794033	2523	1607	1947	4130	2265	2074	8915	10474	3380	6643	57.174	53.676	36.634	64.818	45.343	48.872	158.134	200.964	51.741	113.536
HN1L	0	1.18567441074334	0.0637760496048596	7.59860814696524	0.00903887077268753	3345.98	4604.96	4506.96	14602.76	3800.99	9013.96	14074.91	10180.86	18888.95	22571.93	75.824	153.812	84.801	229.182	76.092	212.405	249.660	195.340	289.153	385.780
CD200R1	0	-2.29665080206977	0.0638170694881161	1.14872991664235	0.00904791700421623	265	63	275	19	183	65	21	10	52	51	6.005	2.104	5.174	0.298	3.663	1.532	0.372	0.192	0.796	0.872
PPT1	0	1.30820714915354	0.0638806718496508	8.30606644526472	0.00906017025524376	7332	8274	6197	13737	8314	18317	14714	14240	22218	53371	166.151	276.363	116.600	215.595	166.437	431.623	260.997	273.223	340.114	912.171
RORB	0	-3.0055944802735	0.0640441433979826	1.08547415922215	0.00908659941534542	175	11	454	7	194	14	1	2	64	57	3.966	0.367	8.542	0.110	3.884	0.330	0.018	0.038	0.980	0.974
AHSP	0	-4.05180796687232	0.0641079705037781	-4.13012938065484	0.00909890250995777	0	0	5	1	3	0	0	0	0	0	0.000	0.000	0.094	0.016	0.060	0.000	0.000	0.000	0.000	0.000
SHMT1	0	-1.33912069019579	0.0641095657721729	5.9674529735899	0.00910237629720397	2700.88	1172.76	7919.75	2446.5	6741.69	2655.55	1920.5	1294.68	2341.77	1272	61.205	39.172	149.014	38.396	134.961	62.575	34.066	24.841	35.848	21.740
TNFRSF12A	0	2.05002918087762	0.0641996630184565	6.07039701123169	0.00911842037806463	1615	1256	92	3645	227	1678	988	16317	5589	3200	36.598	41.952	1.731	57.206	4.544	39.540	17.525	313.074	85.557	54.692
INSL6	0	-4.30247909096011	0.0643406665930476	-4.06928763771355	0.00914496557897334	1	7	0	1	0	0	0	0	0	0	0.023	0.234	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000
DVWA	0	4.58961382003787	0.0643406665930476	-3.03564408795991	0.00914331643628247	0	0	1	0	0	2	0	3	0	38	0.000	0.000	0.019	0.000	0.000	0.047	0.000	0.058	0.000	0.649
ASIP	0	-2.77375516352223	0.0643552192251805	-3.30767077373289	0.00915570769614603	4	9	5	4	3	0	1	1	1	1	0.091	0.301	0.094	0.063	0.060	0.000	0.018	0.019	0.015	0.017
LAMP3	0	1.98707105356464	0.0643552192251805	2.86426654677978	0.00915681343346835	151	207	51	157	89	383	1782	379	538	69	3.422	6.914	0.960	2.464	1.782	9.025	31.609	7.272	8.236	1.179
METTL7B	0	2.70038932657868	0.0643552192251805	2.06925535761875	0.00915654398159118	40	23	77	64	64	44	1785	63	29	42	0.906	0.768	1.449	1.004	1.281	1.037	31.662	1.209	0.444	0.718
ESX1	0	5.70414361911307	0.0644774693631334	-3.32540085493966	0.00917747385829221	0	0	0	0	0	0	0	29	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.556	0.000	0.000
BNIP3L	0	-1.27811156800021	0.0644834366624199	8.14940782948678	0.00918158952781189	13290	6486	29828	29310	21295	8996	6752	5038	10681	13808	301.166	216.641	561.230	460.004	426.303	211.982	119.767	96.664	163.505	235.994
PCDHGB7	0	-1.44336709755453	0.0645215274999516	4.19736223712181	0.00919028139650815	1260.41	625.96	1254.2	2166.02	1364.72	327.38	139.13	317.3	1672.97	513.24	28.562	20.908	23.598	33.994	27.320	7.714	2.468	6.088	25.610	8.772
NOLC1	0	1.19631237373971	0.0645472905666995	7.18229760844438	0.00919722056347511	4353	3436	2391	8738	3205	11039	19698	7733	7684	7449	98.644	114.767	44.988	137.138	64.161	260.123	349.403	148.373	117.627	127.312
EPRS	0	1.13540007638456	0.0648046331250855	7.97880660015707	0.00923717139165184	7361	4587	7559	11759	7411	13594	24729	17032	15471	22155	166.808	153.212	142.227	184.551	148.360	320.330	438.643	326.793	236.831	378.654
SERPINE1	0	1.77675021939616	0.0648147467411722	6.93357583392188	0.00924189606303311	5361	930	2195	4962	404	1474	2396	12423	25217	13898	121.486	31.063	41.300	77.876	8.088	34.733	42.500	238.360	386.023	237.533
MRPS34	0	1.0292086623281	0.0648531843118845	5.30391120266569	0.00925066188948773	1097	839	749	2575	1317	3005	1983	2320	3955	3171	24.859	28.024	14.093	40.413	26.365	70.810	35.174	44.514	60.543	54.196
PHOX2A	0	4.94429482391583	0.0648769084810951	-2.20520375322431	0.00925752923895519	1	0	0	0	1	0	90	0	5	0	0.023	0.000	0.000	0.000	0.020	0.000	1.596	0.000	0.077	0.000
HEPHL1	0	3.11484434063677	0.0648769084810951	-0.288006806674529	0.00926061838211559	6	15.16	2	12	1	1	63	39	3.01	272.5	0.136	0.506	0.038	0.188	0.020	0.024	1.117	0.748	0.046	4.657
PABPC3	0	1.42828545007654	0.0648958776868901	4.44147421680551	0.00926661327116519	419	286	758	910	543	803	2108	3431	1287	576	9.495	9.553	14.262	14.282	10.870	18.922	37.392	65.831	19.701	9.844
COL1A2	0	1.98876764904294	0.0649277988722757	12.0365543752001	0.0092751625613151	82425	40064	70463	57286	142679	447825	61485	221848	361711	703567	1867.839	1338.193	1325.800	899.072	2856.279	10552.568	1090.620	4256.594	5537.086	12024.761
IL8	0	2.18332321309557	0.0649277988722757	3.075262384908	0.00927819552959324	247	87	110	303	15	17	621	1427	682	936	5.597	2.906	2.070	4.755	0.300	0.401	11.015	27.380	10.440	15.997
